No.,Chinese,Pinyin,English,Japanese,Example,Example_Japanese,Example_English,Long_Example,Long_Example_Japanese
116,放暑假,fàng shǔ jià,take summer vacation,夏休みを取る,我们放暑假去旅行。,私たちは夏休みに旅行に行きます。,We go on a trip during summer vacation.,今年暑假我计划去北京旅游，放暑假真让人期待。,今年の夏休みは北京へ旅行に行く予定で、夏休みが本当に楽しみです。
117,放松,fàng sōng,to loosen; to relax,リラックスする,运动可以帮助放松。,運動はリラックスに役立ちます。,Exercise can help you relax.,工作了一天后，听音乐可以帮助我们放松身心。,一日中働いた後、音楽を聴くことで心身をリラックスさせることができます。
118,份,fèn,"part; share; portion; copy; classifier for gifts, newspaper, magazine, papers, reports, contracts etc",部分,我吃了一份蛋糕。,私はケーキを一切れ食べました。,I ate a piece of cake.,请给我一份菜单，我想点几道菜。,メニューを一部ください。料理を何品か注文したいです。
119,丰富,fēng fù,rich; plentiful; abundant,豊富な,这里的资源很丰富。,ここの資源はとても豊富です。,The resources here are very abundant.,图书馆的书籍种类丰富，适合各种兴趣的人阅读。,図書館の蔵書は種類が豊富で、あらゆる興味を持つ人に適しています。
120,否则,fǒu zé,if not; otherwise; else; or else,さもなければ,快点走，否则会迟到。,早く行って、さもないと遅刻しますよ。,"Hurry up, or you'll be late.",你必须按时完成作业，否则老师会批评你。,宿題は期限内に必ず終わらせなければなりません。そうしないと先生に叱られます。
121,符合,fú hé,in keeping with; in accordance with; tallying with; in line with; to agree with; to accord with; to conform to; to correspond with; to manage; to handle,合う,他的兴趣符合我的。,彼の趣味は私の趣味に合っています。,His interests match mine.,他的行为符合公司的规定，没有违反任何纪律。,彼の行動は会社の規定に合致しており、いかなる規律にも違反していません。
122,付款,fù kuǎn,pay; payment,支払う,请在出口付款。,出口で支払いをしてください。,Please pay at the exit.,请在付款前确认订单内容是否正确无误。,支払いの前に注文内容が正確かどうか確認してください。
123,复印,fù yìn,to photocopy; to duplicate a document,コピーする,我需要复印这份文件。,この書類をコピーする必要があります。,I need to photocopy this document.,我需要复印几份文件，请问附近哪里有复印店？,書類を数部コピーする必要がありますが、近くにコピーショップはありますか？
124,复杂,fù zá,complicated; complex,複雑な,这个问题很复杂。,この問題はとても複雑です。,This problem is very complicated.,这个问题比较复杂，需要大家一起讨论才能解决。,この問題はやや複雑で、みんなで話し合わないと解決できません。
125,富,fù,rich; surname Fu,裕福な,他家很富有。,彼の家はとても裕福です。,His family is very wealthy.,他家很富有，但他为人非常谦虚和善良。,彼の家はとても裕福ですが、彼はとても謙虚で親切な人です。
126,父亲,fù qīn,father; also pr. with light tone [fu4 qin5]; CL:个,父親,父亲很关心我。,父は私のことをとても気にかけています。,My father cares about me a lot.,父亲总是默默地支持我，让我感到很温暖。,父はいつも黙って私を支えてくれて、とても温かく感じます。
127,负责,fù zé,to be in charge of; to take responsibility for; to be to blame; conscientious,責任を持つ,他负责这个项目。,彼はこのプロジェクトを担当しています。,He is responsible for this project.,他负责这个项目的全部工作，压力很大但很有成就感。,彼はこのプロジェクトの全ての仕事を担当しており、プレッシャーは大きいですが達成感もあります。
128,改变,gǎi biàn,to change; to alter; to transform,変える,生活会改变很多。,生活は大きく変わるでしょう。,Life will change a lot.,生活中很多事情都会改变，我们要学会适应新的环境。,生活の中で多くのことが変わるので、私たちは新しい環境に適応することを学ばなければなりません。
129,干杯,gān bēi,to drink a toast; Cheers! (proposing a toast); Here's to you!; Bottoms up!; lit. dry cup,乾杯,大家一起干杯吧！,みんなで乾杯しましょう！,Let's all toast together!,大家一起干杯，庆祝朋友的生日非常开心。,みんなで乾杯して、友達の誕生日を祝ってとても楽しかったです。
130,感动,gǎn dòng,to move (sb); to touch (sb emotionally); moving,感動する,他的故事让我感动。,彼の話は私を感動させました。,His story moved me.,他的故事让我非常感动，眼泪都快流出来了。,彼の話にとても感動して、涙がもうすぐ出そうになりました。
131,感觉,gǎn jué,to feel; to become aware of; feeling; sense; perception; CL:个,感じる,我感觉今天很热。,今日はとても暑いと感じます。,I feel very hot today.,我感觉这次考试比上次难很多，需要更加努力。,今回の試験は前回よりずっと難しかったと感じて、もっと努力が必要です。
132,感情,gǎn qíng,"feeling; emotion; sensation; likes and dislikes; deep affection for sb or sth; relationship (i.e. love affair); CL:个,种[zhong3]",感情,他们有很深的感情。,彼らは深い感情を持っています。,They have deep feelings.,他们之间的感情非常深厚，互相支持着对方。,彼らの間の感情は非常に深く、お互いに支え合っています。
133,感谢,gǎn xiè,(express) thanks; gratitude; grateful; thankful; thanks,感謝する,谢谢你的帮助，我很感谢。,助けてくれてありがとう、とても感謝しています。,"Thank you for your help, I really appreciate it.",感谢你的帮助，没有你我无法完成这项工作。,あなたの助けに感謝します。あなたがいなければこの仕事を終えることはできませんでした。
134,敢,gǎn,to dare; daring; (polite) may I venture,勇気がある,你敢尝试吗？,あなたは挑戦する勇気がありますか？,Do you dare to try?,我敢保证这次考试你一定能取得好成绩。,私はこの試験であなたが必ず良い成績を取ると断言します。
135,赶,gǎn,to overtake; to catch up with; to hurry; to rush; to try to catch (the bus etc); to drive (cattle etc) forward; to drive (sb) away; to avail oneself of (an opportunity); until;,急ぐ,我赶时间去上班。,私は急いで仕事に行きます。,I am rushing to work.,我们要赶快出发，否则会错过火车。,私たちは急いで出発しなければなりません。そうしないと電車に乗り遅れます。
136,干,gàn,to do (some work); to manage; to work,する,你今天干什么？,今日は何をしますか？,What are you doing today?,他每天干很多工作，但从不抱怨，态度很好。,彼は毎日たくさんの仕事をしますが、一度も文句を言わず、態度も良いです。
