No.,Chinese,Pinyin,English,Japanese,Example,Example_Japanese,Example_English,Long_Example,Long_Example_Japanese
108,称赞,chēng zàn,to praise; to acclaim; to commend; to compliment,称賛,老师称赞了他的努力。,先生は彼の努力を称賛した。,The teacher praised his effort.,老师称赞了她的努力和进步，激励她继续学习。,先生は彼女の努力と進歩を称賛し、勉強を続けるよう励ましました。
109,成分,chéng fèn,composition; make-up; ingredient; element; component; one's social status; CL:个,成分,食品成分很重要。,食品の成分はとても重要だ。,Food ingredients are very important.,这款化妆品的成分天然，不含任何有害物质。,この化粧品の成分は天然で、有害物質を一切含んでいません。
110,成果,chéng guǒ,result; achievement; gain; profit; CL:个,成果,我们取得了好成果。,私たちは良い成果を得た。,We achieved good results.,经过多年的努力，他终于取得了令人瞩目的成果。,何年もの努力を経て、彼はついに注目に値する成果を収めました。
111,成就,chéng jiù,accomplishment; success; attain a result; achievement; CL:个,成就,他的成就令人敬佩。,彼の業績は敬服に値する。,His achievements are admirable.,她在科学研究方面的成就得到了国际社会的认可。,彼女は科学研究での業績が国際社会に認められました。
112,成立,chéng lì,to establish; to set up; to be tenable; to hold water,設立,公司成立了十年。,会社は設立から十年になる。,The company has been established for ten years.,公司成立十周年之际，举办了盛大的庆祝活动。,会社設立10周年に際して、盛大な祝賀イベントが開催されました。
113,成人,chéng rén,adult;,成人,他已经是成年人了。,彼はもう大人だ。,He is already an adult.,儿童在十八岁以后才被法律认定为成人。,子供は18歳を過ぎて初めて法律上成人と認められます。
114,成熟,chéng shú,mature; ripe,成熟,她的思想很成熟。,彼女の考え方はとても成熟している。,Her thinking is very mature.,经过多年的学习和实践，他的能力已经非常成熟。,長年の学習と実践を経て、彼の能力は非常に成熟しました。
115,成语,chéng yǔ,"Chinese set expression of 4 characters or two couplets of 4 characters each: expression often alluding to a story or historical quotation; idiom; proverb; saying; adage; set expression; CL:条[tiao2] ,本[ben3] ,句[ju4]",成語,这句话包含成语。,この文には成語が含まれている。,This sentence contains an idiom.,成语是汉语中富有文化内涵的固定表达方式。,成語は中国語における文化的な意味を豊かに含む固定表現です。
116,成长,chéng zhǎng,to mature; to grow; growth,成長,孩子们健康成长。,子供たちは健康に成長している。,The children are growing up healthily.,孩子的成长过程中，家庭教育起着至关重要的作用。,子供の成長過程において、家庭教育は非常に重要な役割を果たします。
117,承担,chéng dān,to undertake; to assume (responsibility etc),負担,他承担了所有责任。,彼はすべての責任を負った。,He took on all the responsibilities.,作为团队负责人，他必须承担起所有项目的责任。,チームリーダーとして、彼はすべてのプロジェクトの責任を負わなければなりません。
118,承认,chéng rèn,"to admit; to concede; to recognize; recognition (diplomatic, artistic etc); to acknowledge",認める,他承认了错误。,彼は間違いを認めた。,He admitted his mistake.,他不得不承认自己的错误并且积极改正。,彼は自分の間違いを認めて、積極的に直さなければなりません。
119,承受,chéng shòu,to bear; to support; to inherit,耐える,她承受了巨大压力。,彼女は大きなプレッシャーに耐えた。,She endured great pressure.,她承受着巨大的压力，但依然坚持不懈地努力。,彼女は大きなプレッシャーに耐えながらも、なお不断に努力を続けています。
120,程度,chéng dù,degree (level or extent); level; CL:个,程度,他的汉语程度很高。,彼の中国語のレベルはとても高い。,His Chinese proficiency is very high.,他的汉语水平达到了较高的程度，可以流利交流。,彼の中国語レベルはかなり高い程度に達し、流暢に会話ができます。
121,程序,chéng xù,procedures; sequence; order; computer program,手順,程序复杂但必要。,プログラムは複雑だが必要だ。,The program is complex but necessary.,程序设计需要严密的逻辑思维和细致的编码能力。,プログラム設計には緻密な論理思考と細かいコーディング能力が必要です。
122,诚恳,chéng kěn,sincere; honest; cordial,誠実,他态度诚恳真诚。,彼は態度が誠実で真心がある。,He is sincere and honest in attitude.,他态度诚恳，赢得了同事们的信任和尊重。,彼は誠実な態度で、同僚たちの信頼と尊敬を得ました。
123,吃亏,chī kuī,to suffer losses; to come to grief; to lose out; to get the worst of it; to be at a disadvantage; unfortunately,損する,不要怕吃亏。,損をするのを恐れないで。,Don't be afraid of suffering losses.,为了帮助朋友，他不怕吃亏，主动承担了责任。,友人を助けるために、彼は損を恐れずに進んで責任を負いました。
124,持续,chí xù,to continue; to persist; sustainable; preservation,継続,雨持续了一整天。,雨は一日中降り続いた。,The rain continued all day long.,公司持续不断地创新，保持了市场竞争力。,会社は継続的に革新を続け、市場での競争力を維持しています。
125,池塘,chí táng,pool; pond,池,池塘里有很多鱼。,池にはたくさんの魚がいる。,There are many fish in the pond.,村子旁边有一个美丽的池塘，周围环境非常幽静。,村のそばに美しい池塘があり、周辺の環境はとても静かです。
126,迟早,chí zǎo,sooner or later,遅かれ早かれ,迟早会成功的。,遅かれ早かれ成功するだろう。,You will succeed sooner or later.,迟早你会明白，坚持努力是成功的关键。,遅かれ早かれ君は理解するだろう、努力を続けることが成功の鍵だと。
127,尺子,chǐ zi,rule; ruler (measuring instrument); CL:把[ba3],定規,尺子放在桌子上。,定規は机の上に置いてある。,The ruler is on the table.,老师用尺子在黑板上画了几条直线作为示范。,先生は黒板に定規で数本の直線を引いて模範を示しました。
128,翅膀,chì bǎng,"wing; CL:个,对[dui4]",翼,鸟儿展开翅膀飞。,鳥が翼を広げて飛んだ。,The bird spread its wings and flew.,小鸟展开翅膀，准备飞向远方的天空。,小鳥が翼を広げて、遠い空へ飛び立とうとしています。
129,充电器,chōng diàn qì,battery charger,充電器,请带上充电器。,充電器を持ってきてください。,Please bring the charger.,请记得带上充电器，以免手机没电影响使用。,スマホの充電器を忘れずに持ってきてください、電池切れで使えなくならないように。
130,充分,chōng fèn,full; abundant,十分に,准备工作很充分。,準備作業は十分に整っている。,The preparation work is very thorough.,经过充分准备，会议最终取得了圆满成功。,十分な準備を経て、会議は最終的に円満に成功を収めました。
